RAJ2000,DEJ2000,R,GCVS,RAJ2000,DEJ2000,VarType,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,n_Minmag,Names
179.633875,43.9483333,*,UMa      ,11 58 32.13,+43 56 54.0,CV:    , ,12.5,V, ,17,c,SN 1989Z?
179.6437917,-22.5593056, ,Crv      ,11 58 34.51,-22 33 33.5,CV:    , ,16.2,V, ,    , ,EC 11560-2216
179.8417917,-4.024,*,Vir      ,11 59 22.03,-04 01 26.4,non-CV , ,    , , ,    , ,PG 1156-037
179.9658333,0.1314444,*,Vir1     ,11 59 51.80,+00 07 53.2,non-CV , ,    , , ,    , ,PG 1157+004
180.3515833,-31.9907778, ,V395 Hya ,12 01 24.38,-31 59 26.8,UX     , ,13,B, ,13.4,B,EC 11588-3142
180.6292083,45.0636389, ,UMa      ,12 02 31.01,+45 03 49.1,CV     , ,20,g, ,    , ,SDSS J120231+450349
181.3280076,-62.0528328, ,DI Cru   ,12 05 18.73,-62 03 10.2,NLV    , ,10.6,h, ,10.9,h,HD 104994
182.5222509,-2.9288606, ,Vir      ,12 10 05.34,-02 55 43.9,UG     , ,20.7,b, ,    , ,2QZ J121005.3-025543
182.6305417,-61.7526944,*,CP Cru   ,12 10 31.33,-61 45 09.7,NA:    , ,9.3,V, ,19.5,V,
183.2244898,-44.4711408,*,MU Cen   ,12 12 53.88,-44 28 16.1,UGSS   , ,11.8,V, ,14.9,V,vG 41
183.9342917,52.5176111,*,EG UMa   ,12 15 44.23,+52 31 03.4,non-CV , ,    , , ,    , ,Case 1
184.0292917,5.3371944, ,Vir      ,12 16 07.03,+05 20 13.9,CV     , ,20.1,s, ,    , ,SDSS J121607+052013
184.4987098,40.5527509, ,BE CVn   ,12 17 59.69,+40 33 09.9,UG:    , ,16,p, ,18.1,p,GR 281
184.6239566,40.0895298,*,CVn1     ,12 18 29.75,+40 05 22.3,NL/UG? , ,12,p,<,14,p,NSV 5543
184.8089583,13.8820833,*,Com      ,12 19 14.15,+13 52 55.5,non-CV , ,    , , ,    , ,NSV 5550
184.8729008,47.2563351,*,CVn      ,12 19 29.46,+47 15 22.8,NL     , ,17.7,g, ,    , ,SDSS J121929+471522
184.9905,-6.9925556,*,Vir      ,12 19 57.72,-06 59 33.2,non-CV , ,    , , ,    , ,PG 1217-067
185.0562083,-74.2208333,*,CG Mus   ,12 20 13.49,-74 13 15.0,non-CV , ,    , , ,    , ,S 6398
185.1007083,-18.4505278, ,TV Crv   ,12 20 24.17,-18 27 01.9,UGSU   , ,12.5,V, ,19,V,Crv1
185.5840833,75.0576111,*,Dra7     ,12 22 20.18,+75 03 27.4,CV     , ,15.2,v, ,    , ,FBS 1220+753
185.8175,-60.3761111,*,Cru      ,12 23 16.20,-60 22 34.0,N::    , ,9,v, ,    , ,N Cru 2003
186.2355417,-0.1923333, ,Vir      ,12 24 56.53,-00 11 32.4,CV:    , ,20.7,b, ,    , ,2QZ J122456.5-001133
186.3933324,12.8995585, ,Vir6     ,12 25 34.40,+12 53 58.4,NL     , ,14,p, ,16,p,
186.521,-45.8250278,*,V373 Cen ,12 26 05.04,-45 49 30.1,UG     , ,13.5,p, ,16.3,V,vG 19
186.9201047,51.6569499, ,CVn      ,12 27 40.83,+51 39 25.0,CV     , ,19.1,g, ,    , ,SDSS J122740+513925
187.5277346,69.2011127,*,CQ Dra   ,12 30 06.76,+69 12 04.5,CV/SYMB, ,    , , ,    , ,4 Dra b
187.7144167,27.1193889, ,FU Com   ,12 30 51.46,+27 07 09.8,UG     , ,19.5,p, ,21,p,LV 4
187.7216667,29.0120556,*,GT Com   ,12 30 53.20,+29 00 43.4,non-ex , ,    , , ,    , ,
187.814289,14.2040306,*,IM Com   ,12 31 15.43,+14 12 14.5,UG:    , ,17.6,B, ,18.5,B,SVS 2819
187.835125,-64.4401944,*,AP Cru   ,12 31 20.43,-64 26 24.7,N:/DQ  , ,10.7,p, ,21.7,j,615.1936
188.1075271,14.3451104,*,AL Com   ,12 32 25.80,+14 20 42.3,UGWZ   , ,12.8,V, ,20.8,V,Zw SN 106
188.7275758,37.6289336,*,AM CVn   ,12 34 54.63,+37 37 44.2,IBWD   , ,14.1,V, ,14.2,V,HZ 29/EG 91
189.5572565,-3.6591371, ,Vir      ,12 38 13.74,-03 39 32.9,UGWZ   , ,17.8,s, ,    , ,SDSS J123813-033933
189.5679105,-38.7127301,*,V1025 Cen,12 38 16.38,-38 42 46.0,DQ     , ,16.1,V, ,    , ,RX 1238-38
189.8834583,21.13525,*,IR Com   ,12 39 32.03,+21 08 06.9,UGSU:  , ,13.5,B, ,18,B,Com1; S 10932
189.9949167,-30.4876944,*,Hya      ,12 39 58.78,-30 29 15.7,UG:    , ,14.4,V, ,17,V,NSV 19451
190.2417916,-1.9886942, ,Vir      ,12 40 58.03,-01 59 19.3,IBWD   , ,19.7,b, ,    , ,SDSS J124058-015919
190.5754167,-33.5695556,*,V591 Cen ,12 42 18.10,-33 34 10.4,non-CV , ,    , , ,    , ,HV 10172
190.8580394,2.9298361,*,Vir5     ,12 43 25.93,+02 55 47.4,UG     , ,16.5,V, ,17.5,V,1E 1240.8+0312
191.1093779,61.5873931, ,UMa      ,12 44 26.25,+61 35 14.6,CV     , ,18.8,s, ,    , ,SDSS J124426+613514
191.1753333,36.764,*,TX CVn   ,12 44 42.08,+36 45 50.4,non-CV , ,    , , ,    , ,BD +37 2318
192.0806667,7.3470556, ,Vir      ,12 48 19.36,+07 20 49.4,UG     , ,16.7,c, ,21.4,s,SDSS J124819+072049
192.3166667,27.4227778,*,FY Com   ,12 49 16.00,+27 25 22.0,UG     , ,19.5,p, ,21,p,LV 13
192.4989942,3.9573889, ,Vir      ,12 49 59.76,+03 57 26.6,CV     , ,16.6,s, ,    , ,SDSS J124959+035726
192.5993378,66.923722,*,Dra      ,12 50 23.84,+66 55 25.4,CV     , ,18.7,s, ,    , ,SDSS J125023+665526
193.1009167,-29.2488889,*,EX Hya   ,12 52 24.22,-29 14 56.0,UG/DQ  , ,10,v, ,14.1,v,1E 1249-2858
193.3869167,-22.8728611,*,LW Hya   ,12 53 32.86,-22 52 22.3,non-CV , ,    , , ,    , ,Hya3; Abell 35
193.794,26.7074722,*,Com      ,12 55 10.56,+26 42 26.9,NL:/UGW, ,17.2,B, ,19,B,NSV 19553
194.1545417,26.6120833, ,GO Com   ,12 56 37.09,+26 36 43.5,UGSU   , ,13.1,p, ,20,p,SVS 382
194.1724167,-1.9810833, ,Vir      ,12 56 41.38,-01 58 51.9,CV     , ,20.1,s, ,    , ,SDSSp J125641-015852
194.3466812,-33.2015378,*,V485 Cen ,12 57 23.22,-33 12 05.6,UGSU   , ,14,V, ,18.2,V,HV 10231
194.6448326,64.1397508, ,Dra      ,12 58 34.76,+64 08 23.1,CV     , ,20.6,s, ,    , ,SDSS J125834+640823
194.6448772,66.5976665, ,Dra      ,12 58 34.77,+66 35 51.6,CV     , ,20.2,s, ,    , ,SDSS J125834+663552
194.7551667,15.1611111,*,RX Com   ,12 59 01.24,+15 09 40.0,non-CV , ,    , , ,    , ,HV 3627
195.1062917,0.7581944,*,Vir      ,13 00 25.51,+00 45 29.5,non-CV , ,    , , ,    , ,PG 1257+010
195.121125,-30.8823889,*,Cen      ,13 00 29.07,-30 52 56.6,CV     , ,15.5,V, ,18.7,V,CTCV J1300-3052
195.6325,-60.1933333,*,V888 Cen ,13 02 31.80,-60 11 36.0,NA     , ,7.6,V, ,16.4,V,
196.174,1.0585556, ,Vir      ,13 04 41.76,+01 03 30.8,UG     , ,20.7,b, ,    , ,2QZ J130441.7+010330
196.3113669,58.4822768, ,UMa      ,13 05 14.73,+58 28 56.2,CV     , ,19.3,s, ,    , ,SDSS J130514+582856
196.4267083,18.0177778,*,GP Com   ,13 05 42.41,+18 01 04.0,IBWD   , ,15.7,V, ,16,V,G 61-29/Gr 389
196.9744612,53.8584977, ,EV UMa   ,13 07 53.87,+53 51 30.6,AM     , ,17.1,V, ,20.8,V,RX J1307+53
197.02725,-77.9180556,*,BM Cha   ,13 08 06.54,-77 55 05.0,non-CV , ,    , , ,    , ,S 6445
197.1911667,70.4382778,*,UMi      ,13 08 45.88,+70 26 17.8,non-CV , ,    , , ,    , ,RX J1308+7026
197.2294243,29.4071129, ,Com      ,13 08 55.06,+29 24 25.6,NL:    , ,17.5,V, ,20.3,V,NSV 19626
197.6195417,32.3453889,*,AU CVn   ,13 10 28.69,+32 20 43.4,non-CV , ,    , , ,    , ,SVS 1254
198.1935,-23.3590833,*,V396 Hya ,13 12 46.44,-23 21 32.7,IBWD   , ,17.5,r, ,    , ,CE 315
198.21825,-63.3960833, ,WX Cen   ,13 12 52.38,-63 23 45.9,NLV    , ,13.4,V, ,14.2,V,HV 1262
198.3213654,-32.9868136,*,V1043 Cen,13 13 17.14,-32 59 12.2,AM     , ,16,V, ,    , ,RX J1313-3259
198.47625,-57.6788889, ,V812 Cen ,13 13 54.30,-57 40 44.0,N      , ,11,p, ,20.4,V,
198.5640833,-60.879,*,NN Cen   ,13 14 15.38,-60 52 44.4,UGSS   , ,13.2,p, ,18.1,V,HV 6432
198.6708333,-87.5255556,*,Oct      ,13 14 41.00,-87 31 32.0,N:     , ,13,p, ,15,p,NSV 6101
199.16025,3.8050556,*,Vir2     ,13 16 38.46,+03 48 18.2,non-CV , ,    , , ,    , ,PG 1314+041
199.4136667,-12.5477222,*,Vir      ,13 17 39.28,-12 32 51.8,non-CV , ,    , , ,    , ,PG 1315-123
199.4656667,67.5332222,*,Dra1     ,13 17 51.76,+67 31 59.6,non-CV , ,    , , ,    , ,PG 1316+678
199.5027785,57.4677716, ,UMa      ,13 18 00.67,+57 28 04.0,CV:    , ,16.5,B, ,    , ,SBS 1316+577A
200.1145833,87.8170556, ,UMi      ,13 20 27.50,+87 49 01.4,CV     , ,16.2,v, ,    , ,FBS 1328+881
200.2052083,-55.8368889,*,V840 Cen ,13 20 49.25,-55 50 12.8,non-CV , ,    , , ,    , ,
200.20725,-62.6306944,*,V1047 Cen,13 20 49.74,-62 37 50.5,N      , ,8.8,V, ,    , ,Nova Centauri 2005
200.263165,1.8914173,*,HV Vir   ,13 21 03.16,+01 53 29.1,UGWZ   , ,11.5,V, ,19,V,NSV 6201
200.9355579,-41.7415622,*,V803 Cen ,13 23 44.54,-41 44 29.7,IBWD   , ,13.2,V, ,16.8,V,AE1
201.0482083,3.3473611,*,Vir      ,13 24 11.57,+03 20 50.5,CV     , ,22.1,s, ,    , ,SDSS J132411+032050
201.5991667,-82.3286389, ,RR Cha   ,13 26 23.80,-82 19 43.1,NA/DQ  , ,7.1,p, ,19.3,j,S 5346
201.610875,-47.4430833,*,Cen      ,13 26 26.61,-47 26 35.1,UG:    , ,    , , ,    , ,NGC 5139-NV408
201.6594167,-47.3325,*,Cen      ,13 26 38.26,-47 19 57.0,CV     , ,    , , ,    , ,NGC 5139-31
201.7170833,-47.4933889,*,Cen      ,13 26 52.10,-47 29 36.2,CV     , ,20.2,R, ,    , ,NGC 5139-A
201.7229167,-47.4836111,*,Cen      ,13 26 53.50,-47 29 01.0,CV     , ,19.6,R, ,    , ,NGC 5139-B
201.8474179,65.4817783, ,Dra      ,13 27 23.38,+65 28 54.4,UX     , ,17.8,s, ,    , ,SDSS J132723+652854
202.23525,83.4381667,*,Cam      ,13 28 56.46,+83 26 17.4,non-CV , ,    , , ,    , ,FBS 1330+837
202.3905,47.2339722,*,CVn2     ,13 29 33.72,+47 14 02.3,non-CV , ,    , , ,    , ,NSV 6278
202.8311667,-54.9759722, ,BV Cen   ,13 31 19.48,-54 58 33.5,UG     , ,10.5,v, ,13.3,v,HV 4647
202.974488,-29.6831941, ,LY Hya   ,13 31 53.86,-29 40 59.4,UG:    , ,14.4,V, ,18.4,V,Hya2; 1329-294
203.874625,-64.7618333,*,Mus      ,13 35 29.91,-64 45 42.6,non-CV , ,    , , ,    , ,NSV 19878
203.9198334,5.1229759, ,Vir      ,13 35 40.76,+05 07 22.7,CV     , ,18.5,s, ,    , ,SDSS J133540+050722
204.008875,48.4798056,*,UMa      ,13 36 02.13,+48 28 47.3,non-CV , ,    , , ,    , ,NSV 19892/GD 325
204.1706667,51.91375,*,UX UMa   ,13 36 40.96,+51 54 49.5,UX     , ,12.7,V, ,14.1,V,SVS 365
204.9215249,48.7909306,*,UMa      ,13 39 41.12,+48 47 27.5,CV     , ,17.6,s, ,    , ,SDSS J133941+484727
205.540625,28.3798611,*,CVn      ,13 42 09.75,+28 22 47.5,CBSS/CV, ,18.1,V, ,18.3,V,1RXS J134210+282250
205.5449167,28.3776944,*,CVn      ,13 42 10.78,+28 22 39.7,CV:    , ,20.1,V, ,    , ,NGC 5272-7290
205.9102083,-8.2344444,*,HS Vir   ,13 43 38.45,-08 14 04.0,UGSU   , ,13,B, ,16.6,V,PG 1341-079
207.2300833,7.9599167,*,CR Boo   ,13 48 55.22,+07 57 35.7,IBWD   , ,13,V, ,17.5,V,PG 1346+082
207.3825,-47.9111111,*,V890 Cen ,13 49 31.80,-47 54 40.0,NL     ,>,19,j, ,21.5,j,Cen4; V1349-4754
207.5441667,-63.1477778,*,V868 Cen ,13 50 10.60,-63 08 52.0,N      , ,10.2,V, ,19.9,V,
207.6216667,-48.0472222, ,V891 Cen ,13 50 29.20,-48 02 50.0,NL     ,>,19,j, ,21,j,Cen1; V1350-4802
208.9217917,-64.2658611,*,V1039 Cen,13 55 41.23,-64 15 57.1,NA     , ,9.1,V,<,20.8,B,
209.5413333,-64.7346944,*,BW Cir   ,13 58 09.92,-64 44 04.9,non-CV , ,    , , ,    , ,1354-64
209.7729167,55.7344444,*,DR UMa   ,13 59 05.50,+55 44 04.0,UG/NL  , ,17.5,B,<,18.2,B,GR 296
210.8415,-1.7806111, ,Vir      ,14 03 21.96,-01 46 50.2,CV:    , ,20.5,b, ,    , ,2QZ J140321.8-014651
211.5074167,-11.3090833,*,Vir3     ,14 06 01.78,-11 18 32.7,non-CV , ,    , , ,    , ,PG 1403-111
211.6958333,20.8069444,*,AB Boo   ,14 06 47.00,+20 48 25.0,N::    , ,4.5,v, ,    , ,BD +21 2606?
211.7290833,-71.3711944,*,Z Aps    ,14 06 54.98,-71 22 16.3,non-CV , ,    , , ,    , ,HV 5060
212.0871673,53.5111384, ,CT Boo   ,14 08 20.92,+53 30 40.1,NL:    , ,17,B, ,18.7,B,SVS 2818
212.2803667,-45.2878367,*,V834 Cen ,14 09 07.30,-45 17 16.2,AM     , ,14.2,v, ,17,v,1E 1405-451
212.8263155,48.2160028, ,Boo      ,14 11 18.31,+48 12 57.7,IBWD   , ,19.4,s, ,    , ,SDSS J141118+481257
213.2045543,-40.3602298, ,V504 Cen ,14 12 49.10,-40 21 36.8,VY     , ,12.6,V,<,15.2,V,
213.30125,-65.3369444,*,Cir      ,14 13 12.30,-65 20 13.0,AM:    , ,    , , ,    , ,CG X-1
213.525,19.065,*,T Boo    ,14 14 06.00,+19 03 54.0,N:     , ,9.7,v, ,18.5,p,BD +19 2768a
215.7346635,-2.3522219,*,Vir      ,14 22 56.32,-02 21 08.0,AM     , ,19.5,b, ,    , ,2QZ J142256.3-022108
215.84775,-69.1459167,*,DD Cir   ,14 23 23.46,-69 08 45.3,NA/DQ  , ,7.5,V, ,20.2,V,
216.1622094,-2.4609144,*,Vir      ,14 24 38.93,-02 27 39.3,AM     , ,19.5,b, ,    , ,2QZ J142438.9-022739
216.7566326,-1.3862044, ,Vir      ,14 27 01.59,-01 23 10.3,IBWD   , ,15.1,R, ,20.4,R,2QZ J142701.6-012310
217.1393252,0.516805, ,Vir      ,14 28 33.44,+00 31 00.5,CV     , ,19.7,b, ,    , ,2QZ J142833.5+003100
217.3632941,-38.0693136,*,V895 Cen ,14 29 27.22,-38 04 09.5,AM     , ,16.5,v, ,17.5,V,Cen2; EUVE J1429-38
217.48275,41.7546667,*,Boo      ,14 29 55.86,+41 45 16.8,NL     , ,17.7,s, ,    , ,SDSS J142955+414516
217.6269583,-25.8772222, ,GY Hya   ,14 30 30.47,-25 52 38.0,UG     , ,14,p, ,16,p,S 6576
217.6642056,-2.1003067,*,Vir      ,14 30 39.41,-02 06 01.1,CV::   , ,19.8,B, ,    , ,SN 2001bn
217.9592083,-51.1756389,*,HY Lup   ,14 31 50.21,-51 10 32.3,N      , ,8,V, ,18.9,V,
218.7509168,-0.7684194,*,OU Vir   ,14 35 00.22,-00 46 06.3,UGSU   , ,14.5,p, ,18.5,j,Vir4/1432-0033
218.9689583,-57.6264722,*,V842 Cen ,14 35 52.55,-57 37 35.3,N      , ,4.6,v, ,15.8,V,
219.2640861,23.707735,*,Boo      ,14 37 03.38,+23 42 27.9,UG     , ,16.5,B, ,19.1,V,1RXS J143704+234236
219.618125,82.4943333, ,UMi      ,14 38 28.35,+82 29 39.6,CV:    , ,15.6,v, ,    , ,FBS 1441+827
220.6833333,-65.2075,*,X Cir    ,14 42 44.00,-65 12 27.0,NB     , ,6.5,p,<,23,j,
220.8291667,13.6972222,*,Boo      ,14 43 19.00,+13 41 50.0,non-ex , ,    , , ,    , ,S 10808
221.0050448,22.0152379,*,UZ Boo   ,14 44 01.21,+22 00 54.8,UGWZ   , ,11.5,v, ,20.4,V,HV 10426
221.22275,-63.8988333, ,BY Cir   ,14 44 53.46,-63 53 55.8,N      , ,7.2,v, ,17.9,V,
221.50225,33.4808333,*,Boo      ,14 46 00.54,+33 28 51.0,non-CV , ,    , , ,    , ,PG 1443+337
221.7379167,58.1555,*,Dra2     ,14 46 57.10,+58 09 19.8,non-CV , ,    , , ,    , ,PG 1445+583
221.7498331,2.8917786, ,Vir      ,14 46 59.96,+02 53 30.4,NL     , ,18.2,s, ,    , ,SDSS J144659+025330
222.0397083,-60.0076389,*,AR Cir   ,14 48 09.53,-60 00 27.5,N:     , ,10.3,p, ,19.5,B,HV 2954
222.380375,-68.8599722,*,AI Cir   ,14 49 31.29,-68 51 35.9,N:     , ,10.9,p, ,23,j,HV 5121
222.5130004,58.7505313, ,Dra      ,14 50 03.12,+58 45 01.9,CV     , ,20.6,s, ,    , ,SDSS J145003+584502
222.659625,64.0578889,*,KV Dra   ,14 50 38.31,+64 03 28.4,UGSU   , ,11.8,V, ,17.1,V,RX J1450.5+6403
222.6609167,-24.3805556,*,Lib3     ,14 50 38.62,-24 22 50.0,UX     , ,14.5,p, ,14.8,p,Preston 874124
223.563375,-68.272,*,BZ Cir   ,14 54 15.21,-68 16 19.2,UGSU   , ,13.6,r, ,18.2,V,Cir1; 1E 1449.8-6803
224.4364595,40.7279844,*,TT Boo   ,14 57 44.75,+40 43 40.7,UGSU   , ,12.7,v, ,19.2,V,HV 3681
224.4925649,51.8021832,*,Boo      ,14 57 58.21,+51 48 07.9,CV     , ,19.5,s, ,    , ,SDSS J145758+514807
225.4051212,55.0231527, ,Dra      ,15 01 37.23,+55 01 23.3,CV     , ,19.4,V, ,21,V,SDSS J150137+550123
225.5506667,-2.7662222,*,Lib1     ,15 02 12.16,-02 45 58.4,non-CV , ,    , , ,    , ,PG 1459-026
225.6708384,33.5733442, ,Boo      ,15 02 40.98,+33 34 23.9,CV     , ,17.6,g, ,    , ,SDSS J150240+333423
226.1740097,8.7979803, ,Boo1     ,15 04 41.76,+08 47 52.7,UG     , ,18.5,v, ,    , ,1502+09
226.8432042,52.511031,*,Boo      ,15 07 22.33,+52 30 39.8,CV     , ,18.4,s, ,    , ,SDSS J150722+523039
227.1972203,55.47339,*,Dra8     ,15 08 47.33,+55 28 24.2,SN:    , ,15,p, ,    , ,SN 1964O; SN s1964a
227.526125,-1.9227222,*,Lib4     ,15 10 06.27,-01 55 21.8,non-CV , ,    , , ,    , ,IRAS 15075-0144
228.2595784,23.2523186,*,NY Ser   ,15 13 02.30,+23 15 08.4,UGSU   , ,14.8,V, ,17.9,V,Ser1; NSV 6990
228.50375,-65.0930556,*,EK TrA   ,15 14 00.90,-65 05 35.0,UGSU   , ,12,V,<,17,V,S 5005
228.5572319,45.819989,*,Boo      ,15 14 13.72,+45 49 11.9,CV     , ,19.7,s, ,    , ,SDSS J151413+454911
228.723625,2.1596667,*,Ser      ,15 14 53.67,+02 09 34.8,UG     , ,16,c, ,20.2,V,ROTSE3 J151453
229.4686667,-61.9545556,*,DE Cir   ,15 17 52.48,-61 57 16.4,N      , ,7.7,p, ,    , ,
229.56025,2.0931111, ,Ser      ,15 18 14.46,+02 05 35.2,UG     , ,17.5,p, ,20.9,V,NGC 5904 V101
229.8055,26.2891111,*,CrB      ,15 19 13.32,+26 17 20.8,non-CV , ,    , , ,    , ,PG 1517+265
229.9808113,-25.0069675,*,GW Lib   ,15 19 55.43,-25 00 25.3,UGWZ   , ,9,p, ,18.5,p,
230.3619583,-68.6410556,*,TrA1     ,15 21 26.87,-68 38 27.8,NL     , ,17.5,V, ,    , ,1E 1516.6-6827
230.8277917,-5.1953611,*,Lib2     ,15 23 18.67,-05 11 43.3,non-CV , ,    , , ,    , ,PG 1520-050
231.1135833,12.03525,*,Ser2     ,15 24 27.26,+12 02 06.9,non-CV , ,    , , ,    , ,PG 1522+122
231.3824583,62.0167222, ,ES Dra   ,15 25 31.79,+62 01 00.2,UGSU   , ,13.9,p, ,16.3,p,Dra3; PG 1524+622
231.5581743,8.3006777, ,QW Ser   ,15 26 13.96,+08 18 02.3,UGSU   , ,12.8,p,<,15.3,p,Tmz V46
232.2411255,3.8199173, ,Ser      ,15 28 57.87,+03 49 11.7,CV     , ,19.5,s, ,    , ,SDSS J152857+034912
232.3463333,-50.5833333,*,IL Nor   ,15 29 23.12,-50 35 00.0,NB     , ,7,p, ,18,j,HD 137677/HV 25
232.591625,-75.7443611, ,AG Aps   ,15 30 21.99,-75 44 39.7,UG     , ,14.3,p, ,18.1,V,S 5507
233.05702,37.0179973,*,CrB      ,15 32 13.68,+37 01 04.8,NL     , ,17.4,g, ,    , ,SDSS J153213+370104
233.5507083,59.8089722,*,DM Dra   ,15 34 12.17,+59 48 32.3,UGSU   , ,15.5,V, ,20.7,V,SVS 2426
233.9708333,-40.5683333, ,BR Lup   ,15 35 53.00,-40 34 06.0,UGSU   , ,13.1,V,<,17.5,V,HV 4889
233.9711754,-14.2200618,*,HP Lib   ,15 35 53.10,-14 13 12.1,IBWD   , ,13.7,V, ,    , ,Lib5; EC 15330-1403
234.0666667,-8.6521111,*,Lib      ,15 36 16.00,-08 39 07.6,UGSU   , ,11.5,V,<,15.4,V,ASAS 153616-0839.1
234.1434243,33.4810761, ,CrB      ,15 36 34.42,+33 28 51.9,CV     , ,19.2,s, ,    , ,SDSS J153634+332851
234.4742194,21.4407241, ,PQ Ser   ,15 37 53.81,+21 26 26.4,NL:    , ,8.1,V, ,    , ,HIP 76538
234.500375,18.8675833, ,LX Ser   ,15 38 00.09,+18 52 03.3,VY     , ,13.3,B, ,17.4,B,Stepanian's star
234.5722419,51.3938904,*,Boo      ,15 38 17.34,+51 23 38.0,CV/UG  , ,18.6,s, ,    , ,SDSS J153817+512338
234.8602917,-52.3216667,*,IM Nor   ,15 39 26.47,-52 19 18.0,NRB    , ,7.8,V, ,22,j,HV 3532
235.1274167,-51.2154167,*,V344 Nor ,15 40 30.58,-51 12 55.5,non-CV , ,    , , ,    , ,
235.1729167,-0.4508889,*,Ser      ,15 40 41.50,-00 27 03.2,CV     , ,15.2,c, ,21.6,s,ROTSE3 J154041
235.2694577,36.0480313, ,CrB      ,15 41 04.67,+36 02 52.9,AM     , ,19.7,s, ,    , ,SDSS J154104+360252
236.4127917,14.3755833, ,CT Ser   ,15 45 39.07,+14 22 32.1,N      , ,7.9,v, ,16.6,p,
237.0607917,-45.4779167, ,Lup      ,15 48 14.59,-45 28 40.5,DQ     , ,14.6,V, ,    , ,1RXS J154814-452845
237.3145,-43.0801944,*,AB Nor   ,15 49 15.48,-43 04 48.7,UGSU   , ,13.9,p,<,19,j,HV 4908
237.6553001,40.9111135, ,Her      ,15 50 37.27,+40 54 40.0,CV     , ,18.6,s, ,    , ,SDSS J155037+405440
237.8430417,71.7533333,*,SS UMi   ,15 51 22.33,+71 45 12.0,UGSU   , ,12.6,V, ,17.6,V,PG 1551+719
238.1966091,18.9414665,*,MR Ser   ,15 52 47.18,+18 56 29.2,AM     , ,14.9,V, ,17,V,PG 1550+191
238.2186593,32.030831, ,CrB      ,15 52 52.48,+32 01 50.9,IBWD   , ,20.2,s, ,    , ,SDSS J155252+320150
238.2341667,12.9131111,*,NN Ser   ,15 52 56.20,+12 54 47.2,non-CV , ,    , , ,    , ,PG 1550+131
238.379642,55.270698,*,Dra      ,15 53 31.11,+55 16 14.5,CV     , ,18.5,s, ,    , ,SDSS J155331+551615
238.5514351,27.3645324,*,CrB      ,15 54 12.34,+27 21 52.4,AM     , ,16.8,B, ,    , ,RX J1554.2+2721
238.8832935,-0.1819464, ,Ser      ,15 55 31.99,-00 10 55.0,CV     , ,19.4,s, ,    , ,SDSSp J155531-001055
239.1842918,-0.1639725, ,Ser      ,15 56 44.23,-00 09 50.3,UG     , ,14.7,c, ,18.1,s,SDSSp J155644-000950
239.2269989,21.1219542,*,QZ Ser   ,15 56 54.48,+21 07 19.0,UG     , ,12.7,p,<,14.9,p,HadV4
239.2371736,35.3934953, ,CrB      ,15 56 56.92,+35 23 36.6,CV     , ,18.4,g, ,    , ,SDSS J155656+352336
239.8756667,25.9201667, ,T CrB    ,15 59 30.16,+25 55 12.6,NRA    , ,2,p, ,11.3,p,BD +26 2765
240.0154081,33.1872767,*,VW CrB   ,16 00 03.70,+33 11 14.1,UGSU   , ,14,p,<,17.5,b,CrB1; Antipin V21
240.197625,-48.7687778,*,Nor      ,16 00 47.43,-48 46 07.6,UGWZ   , ,12.6,V, ,    , ,ASAS 160048-4846.2
240.2980541,9.2868554, ,Ser      ,16 01 11.53,+09 17 12.7,CV     , ,20.1,g, ,    , ,SDSS J160111+091712
241.2091265,41.7246144, ,Her      ,16 04 50.19,+41 43 28.6,NL     , ,17.7,s, ,    , ,SDSS J160450+414328
241.6857917,-52.0505278,*,V345 Nor ,16 06 44.59,-52 03 01.9,non-CV , ,    , , ,    , ,NSV 7429
241.9375799,36.3890944, ,CrB      ,16 07 45.02,+36 23 20.7,NL     , ,18.1,g, ,    , ,SDSS J160745+362320
242.5312917,3.8758333, ,Ser      ,16 10 07.51,+03 52 33.0,AM     , ,15.9,V, ,    , ,1RXS J161008+035222
242.6264957,44.9838224, ,Her      ,16 10 30.35,+44 59 01.7,CV     , ,19.8,s, ,    , ,SDSS J161030+445901
242.6400417,-1.0396944,*,Ser      ,16 10 33.61,-01 02 22.9,CV     , ,19.1,s, ,    , ,SDSSp J161033-010223
242.765375,-9.8438056,*,V794 Sco ,16 11 03.69,-09 50 37.7,UG:    , ,16,p, ,17.3,p,Plaut 1-53
243.2683333,1.3567778,*,Ser      ,16 13 04.40,+01 21 24.4,CV     , ,17.5,c, ,20.4,R,ROTSE3 J161304
243.3784167,-5.3107222,*,Oph      ,16 13 30.82,-05 18 38.6,N:     , ,11.5,p, ,21,j,NSV 7542
243.3856617,-0.0586383, ,Ser      ,16 13 32.56,-00 03 31.1,UG:    , ,15.2,R, ,18.6,s,SDSSp J161332-000331
243.435,-53.3188889,*,V341 Nor ,16 13 44.40,-53 19 08.0,N:     , ,9.4,v,<,17,j,
243.5974583,70.97175,*,UMi1     ,16 14 23.39,+70 58 18.3,non-CV , ,    , , ,    , ,FBS 1614+711
243.8124167,-28.6255833,*,V893 Sco ,16 15 14.98,-28 37 32.1,UG     , ,10.6,p, ,14.5,p,SVS 1772
244.2491667,-22.9716667,*,Sco      ,16 16 59.80,-22 58 18.0,UG     , ,19,x, ,22,x,NGC 6093-CX5
